Formula SMILES Hf_298K_G4 Acyclic Alicyclic Conjugated Heterocyclic Hydrocarbon N-containing O-containing S-containing Cl-containing Sparse_Fragment_Containing
C7H16O CC(C)OC(C)(C)C -84.40597653 1 0 0 0 0 0 1 0 0 0
C7H16O CCCCCC(C)O -84.6620002 1 0 0 0 0 0 1 0 0 0
C7H16O CCCCC(O)CC -84.58105154 1 0 0 0 0 0 1 0 0 0
C7H16O CCCC(O)CCC -83.95856261 1 0 0 0 0 0 1 0 0 0
C7H16O CCOC(C)(C)CC -80.75763921 1 0 0 0 0 0 1 0 0 0
C7H16O CCCCCCCO -80.43321705 1 0 0 0 0 0 1 0 0 0
C7H16O2 CCOC(C)(C)OCC -116.1055799 1 0 0 0 0 0 1 0 0 1
C7H16O2 OCCCCCCCO -116.182136 1 0 0 0 0 0 1 0 0 0
C7H16O2 CCOCCCOCC -104.3128033 1 0 0 0 0 0 1 0 0 0
C7H16O2S CCOC(OCC)SCC -101.5804568 1 0 0 0 0 0 1 1 0 1
C7H16O3 CCOC(OCC)OCC -151.5382344 1 0 0 0 0 0 1 0 0 1
C7H16O3 CCC(C)(C)OOCCO -103.8186849 1 0 0 0 0 0 1 0 0 0
C7H16O4 CCOCOCOCOCC -173.0207362 1 0 0 0 0 0 1 0 0 0
C7H16O4 CC(C)(C)OOCC(O)CO -143.8070547 1 0 0 0 0 0 1 0 0 0
C7H16S CCCCCCCS -35.93978784 1 0 0 0 0 0 0 1 0 0
C7H16S2 CC(C)SSC(C)(C)C -39.89354972 1 0 0 0 0 0 0 1 0 0
C7H17N CCCCCCCN -36.23320612 1 0 0 0 0 1 0 0 0 0
C7H17N CCCCNC(C)C -34.9700305 1 0 0 0 0 1 0 0 0 0
C7H4Cl2O ClC(=O)c1ccc(Cl)cc1 -32.42130181 0 1 1 0 0 0 1 0 1 1
C7H4S3 S=C1Sc2ccccc2S1 56.93417403 0 0 1 1 0 0 0 1 0 1
C7H5Cl3 ClC(Cl)(Cl)c1ccccc1 1.175313458 0 1 1 0 0 0 0 0 1 0
C7H5ClO ClC(=O)c1ccccc1 -24.9402588 0 1 1 0 0 0 1 0 1 1
C7H5ClO2 OC(=O)c1ccc(Cl)cc1 -72.07783861 0 1 1 0 0 0 1 0 1 0
C7H5ClO2 OC(=O)c1cccc(Cl)c1 -71.73898375 0 1 1 0 0 0 1 0 1 0
C7H5ClO2 OC(=O)c1ccccc1Cl -71.1704606 0 1 1 0 0 0 1 0 1 0
C7H5N N#Cc1ccccc1 51.30344705 0 1 1 0 0 1 0 0 0 0
C7H5NO O=C=Nc1ccccc1 3.062706413 0 1 1 0 0 1 1 0 0 1
C7H5NO o1cnc2ccccc12 7.30654978 0 0 1 1 0 1 1 0 0 1
C7H5NS s1cnc2ccccc12 46.73660887 0 0 1 1 0 1 0 1 0 1
C7H6 C#CC1(CC1)C#C 130.5385131 0 1 0 0 1 0 0 0 0 0
C7H6N2 [nH]1cnc2ccccc12 43.43491244 0 0 1 1 0 1 0 0 0 0
C7H6N2 [nH]1ncc2ccccc12 58.44492772 0 0 1 1 0 1 0 0 0 1
C7H6N2O2 COc1ccc2nonc2c1 36.08480954 0 0 1 1 0 1 1 0 0 1
C7H6O C1=CC=C(C=C1)C=O -8.884305302 0 1 1 0 0 0 1 0 0 0
C7H6O2 O=COc1ccccc1 -52.61325622 0 1 1 0 0 0 1 0 0 1
C7H6O2 O=C/C=C/c1occc1 -25.19174043 0 0 1 1 0 0 1 0 0 0
C7H6O3 OC(=O)c1ccccc1O -109.8750662 0 1 1 0 0 0 1 0 0 0
C7H6O3 OC(=O)c1ccc(O)cc1 -107.4830019 0 1 1 0 0 0 1 0 0 0
C7H6O3 OC(=O)c1cccc(O)c1 -106.5298158 0 1 1 0 0 0 1 0 0 0
C7H7Cl ClCc1ccccc1 7.005888516 0 1 1 0 0 0 0 0 1 0
C7H7NO NC(=O)c1ccccc1 -23.31909408 0 1 1 0 0 1 1 0 0 0
C7H7NO2 Nc1ccccc1C(O)=O -67.54691466 0 1 1 0 0 1 1 0 0 0
C7H7NO2 Nc1ccc(cc1)C(O)=O -65.45856471 0 1 1 0 0 1 1 0 0 0
C7H7NO2 Nc1cccc(c1)C(O)=O -64.69049369 0 1 1 0 0 1 1 0 0 0
C7H7NS NC(=S)c1ccccc1 34.64130579 0 1 1 0 0 1 0 1 0 1
C7H8 CC1=CC=CC=C1 12.34649833 0 1 1 0 1 0 0 0 0 0
C7H8 C1C2C=CC1C=C2 57.11675544 0 1 0 0 1 0 0 0 0 0
C7H8 C=C1C=CCC=C1 40.27817894 0 1 0 0 1 0 0 0 0 0
C7H8 CC=C1C=CC=C1 43.32034257 0 1 0 0 1 0 0 0 0 0
C7H8 C1C=CC=CC=C1 44.56908548 0 1 0 0 1 0 0 0 0 0
C7H8 C=C1CC=CC=C1 44.1103764 0 1 0 0 1 0 0 0 0 0
C7H8 C1CC12C=CC=C2 54.16118805 0 1 0 0 1 0 0 0 0 0
C7H8O Cc1cccc(O)c1 -29.69759093 0 1 1 0 0 0 1 0 0 0
C7H8O Cc1ccccc1O -30.3163148 0 1 1 0 0 0 1 0 0 0
C7H8O Cc1ccc(O)cc1 -29.13283283 0 1 1 0 0 0 1 0 0 0
C7H8O OCc1ccccc1 -21.84745334 0 1 1 0 0 0 1 0 0 0
C7H8O COc1ccccc1 -16.66736654 0 1 1 0 0 0 1 0 0 0
C7H8O2 Cc1cccc(O)c1O -72.84672353 0 1 1 0 0 0 1 0 0 0
C7H8O2 Cc1ccc(O)c(O)c1 -71.70591217 0 1 1 0 0 0 1 0 0 0
C7H8O3 COc1cccc(O)c1O -97.98258279 0 1 1 0 0 0 1 0 0 0
C7H8S SCc1ccccc1 21.98332637 0 1 1 0 0 0 0 1 0 0
C7H8S CSc1ccccc1 22.96600547 0 1 1 0 0 0 0 1 0 0
C7H9N Cc1ccc(N)cc1 13.25116706 0 1 1 0 0 1 0 0 0 0
C7H9N Cc1ccccc1N 12.68452643 0 1 1 0 0 1 0 0 0 0
C7H9N Cc1cccc(C)n1 13.63896762 0 0 1 1 0 1 0 0 0 0
C7H9N Cc1cccc(N)c1 13.24300944 0 1 1 0 0 1 0 0 0 0
C7H9N Cc1ccnc(C)c1 14.79797674 0 0 1 1 0 1 0 0 0 0
C7H9N Cc1ccc(C)nc1 15.51145448 0 0 1 1 0 1 0 0 0 0
C7H9N Cc1cccnc1C 15.42485823 0 0 1 1 0 1 0 0 0 0
C7H9N Cc1ccncc1C 16.25630766 0 0 1 1 0 1 0 0 0 0
C7H9N Cc1cncc(C)c1 17.10720986 0 0 1 1 0 1 0 0 0 0
C7H9N CNc1ccccc1 22.57281325 0 1 1 0 0 1 0 0 0 0
C7H9N NCc1ccccc1 21.20045107 0 1 1 0 0 1 0 0 0 0
C7H9N N#CC1=CCCCC1 28.3628388 0 1 0 0 0 1 0 0 0 0
C7H9N N#CC1CCCC=C1 31.62149303 0 1 0 0 0 1 0 0 0 0
C7H9N N#CC12CCCC1C2 41.37800297 0 1 0 0 0 1 0 0 0 0
C8H10 CCC1=CC=CC=C1 7.128231332 0 1 1 0 1 0 0 0 0 0
C8H10 Cc1ccc(C)cc1 4.013276656 0 1 1 0 1 0 0 0 0 0
C8H10 C1C=CC2CC1C=C2 35.20423901 0 1 0 0 1 0 0 0 0 0
C8H10 C1C2C3CC4C1C4C23 41.76798315 0 1 0 0 1 0 0 0 0 0
C8H10 C1CC2C=CC=CC12 46.72342172 0 1 0 0 1 0 0 0 0 0
C8H10 C\1\C=C/C/C=C\C=C1 89.71720086 0 1 0 0 1 0 0 0 0 0
C8H10 C1CC=C2CCC2=C1 53.62351069 0 1 0 0 1 0 0 0 0 0
C8H10 C1C2C=CC1C3CC23 53.5475821 0 1 0 0 1 0 0 0 0 0
C8H10 C=CC(=C)C(=C)C=C 57.78075781 0 1 0 0 1 0 0 0 0 0
C8H10 C=CC1=C(CC1)C=C 67.51279489 0 1 0 0 1 0 0 0 0 0
C8H10 C=C1C2CCC2C1=C 81.32991556 0 1 0 0 1 0 0 0 0 0
C8H10 [CH2]=[C]=[CH]CC[CH]=[C]=[CH2] 87.60939813 1 0 0 0 1 0 0 0 0 0
C8H10N2O CN(C)c1ccc(cc1)N=O 47.78698685 0 1 1 0 0 1 1 0 0 1
C8H10O Cc1ccc(O)c(C)c1 -37.69195774 0 1 1 0 0 0 1 0 0 0
C8H10O Cc1ccc(C)c(O)c1 -38.39476782 0 1 1 0 0 0 1 0 0 0
C8H10O Cc1cc(C)cc(O)c1 -38.80515871 0 1 1 0 0 0 1 0 0 0
C8H10O Cc1cccc(C)c1O -38.49203172 0 1 1 0 0 0 1 0 0 0
C8H10O Cc1cccc(O)c1C -37.40832367 0 1 1 0 0 0 1 0 0 0
C8H10O Cc1ccc(O)cc1C -37.3474553 0 1 1 0 0 0 1 0 0 0
C8H10O CCc1cccc(O)c1 -34.93091814 0 1 1 0 0 0 1 0 0 0
C8H10O CCc1ccccc1O -35.2904808 0 1 1 0 0 0 1 0 0 0
C8H10O CCc1ccc(O)cc1 -34.38937788 0 1 1 0 0 0 1 0 0 0
C8H10O CCOc1ccccc1 -24.84684851 0 1 1 0 0 0 1 0 0 0
C8H10O2 COc1cc(C)ccc1O -61.93612671 0 1 1 0 0 0 1 0 0 0
C8H10O4 CCOC1=C(OCC)C(=O)C1=O -113.169189 0 1 0 0 0 0 1 0 0 0
C8H10S CCSc1ccccc1 17.88328041 0 1 1 0 0 0 0 1 0 0
C8H10S CSCc1ccccc1 16.70230848 0 1 1 0 0 0 0 1 0 0
C8H11N CCc1ccc(C)nc1 10.37350863 0 0 1 1 0 1 0 0 0 0
C8H11N CCNc1ccccc1 15.79769643 0 1 1 0 0 1 0 0 0 0
C8H11N CN(C)c1ccccc1 24.02935949 0 1 1 0 0 1 0 0 0 0
C8H12 C1CC2CCC1C=C2 5.446440098 0 1 0 0 1 0 0 0 0 0
C8H12 CC(C)=C1CCC=C1 12.20533954 0 1 0 0 1 0 0 0 0 0
C8H12 C=C1CCCC(=C)C1 13.79795738 0 1 0 0 1 0 0 0 0 0
C8H12 C\1C\C=C/CC\C=C1 44.55531101 0 1 0 0 1 0 0 0 0 0
C8H12 C=CC1CCC=CC1 17.0133135 0 1 0 0 1 0 0 0 0 0
C8H12 C1CCC2=C(C1)CC2 23.87826195 0 1 0 0 1 0 0 0 0 0
C8H12 C1CCC2C=CC2C1 29.47940729 0 1 0 0 1 0 0 0 0 0
C8H12 C=CC1CCC1C=C 40.26189444 0 1 0 0 1 0 0 0 0 0
C8H12 C1CC2C1C3CCC23 96.30848828 0 1 0 0 1 0 0 0 0 0
C8H12N2 Cc1nc(C)c(C)nc1C 8.899918248 0 0 1 1 0 1 0 0 0 0
C8H12N2 CC(C)(C#N)C(C)(C)C#N 19.75582395 1 0 0 0 0 1 0 0 0 0
C8H12N2 CCCCCC(C#N)C#N 32.34804705 1 0 0 0 0 1 0 0 0 0
C8H12O O=C1CCC2CCCC12 -49.05182028 0 1 0 0 0 0 1 0 0 0
C8H12O O=C1CC2CCC(C2)C1 -50.94626995 0 1 0 0 0 0 1 0 0 0
C8H12O O=C1CCC2CCC1C2 -47.1147 0 1 0 0 0 0 1 0 0 0
C8H12O O=C1CC2CCC1CC2 -50.53148651 0 1 0 0 0 0 1 0 0 0
C8H12O O=C1CCC2CCCC12 -49.05119277 0 1 0 0 0 0 1 0 0 0
C8H12O CC12CCC(CC1=O)C2 -50.23592977 0 1 0 0 0 0 1 0 0 0
C8H12O O=C1C2CCCC1CC2 -48.16012999 0 1 0 0 0 0 1 0 0 0
C8H12O2 CC1(C)CCC(=O)CC1=O -93.77976553 0 1 0 0 0 0 1 0 0 0
C8H12O2 CC1(C)CC(=O)CC(=O)C1 -95.5066703 0 1 0 0 0 0 1 0 0 0
C8H12O2 CC1(C)C(=O)C(C)(C)C1=O -76.00369058 0 1 0 0 0 0 1 0 0 0
C8H14 C1CC2CCC1CC2 -22.34662814 0 1 0 0 1 0 0 0 0 0
C8H14 C1CC2CCCC2C1 -21.13679078 0 1 0 0 1 0 0 0 0 0
C8H14 C1CC2CCCC2C1 -21.13679078 0 1 0 0 1 0 0 0 0 0
C8H14 CCC1=CCCCC1 -13.95683281 0 1 0 0 1 0 0 0 0 0
C8H14 CC12CCCCC1C2 -5.126526157 0 1 0 0 1 0 0 0 0 0
C8H14 C1CCC2CC2CC1 1.333051489 0 1 0 0 1 0 0 0 0 0
C8H14 C/C=C(C)/C(C)=C/C 1.302931057 1 0 0 0 1 0 0 0 0 0
C8H14 C\C=C(C)/C(C)=C/C 0.915130495 1 0 0 0 1 0 0 0 0 0
C8H14 CCCC#CCCC 16.22070251 1 0 0 0 1 0 0 0 0 0
C8H14 CCCCC#CCC 16.41899536 1 0 0 0 1 0 0 0 0 0
C8H14 CCCCCC#CC 15.36289771 1 0 0 0 1 0 0 0 0 0
C8H14N2 CC12CCC(C)(CC1)N=N2 18.91614979 0 1 0 0 0 1 0 0 0 0
C8H14N2O2 CCOC(COC)n1ccnc1 -55.26366161 0 0 1 1 0 1 1 0 0 1
C8H14O OC1CC2CCC1CC2 -62.82445493 1 0 0 0 0 0 1 0 0 0
C8H14O O=C1CCCCCCC1 -56.45398356 1 0 0 0 0 0 1 0 0 0
C8H14O C1CC2CCC1COC2 -50.98022255 0 0 0 1 0 0 1 0 0 0
C8H14O C1CCCC2OC2CC1 -29.73778789 0 0 0 1 0 0 1 0 0 0
C8H14O2 CC(=O)OC1CCCCC1 -119.0094595 0 1 0 0 0 0 1 0 0 0
C8H14O2 CCCCC(=O)CC(C)=O -102.7412887 1 0 0 0 0 0 1 0 0 0
C8H14O2 CC(C)CC(=O)CC(C)=O -104.4154827 1 0 0 0 0 0 1 0 0 0
C8H14O2 CCCC(C(C)=O)C(C)=O -104.5372194 1 0 0 0 0 0 1 0 0 0
C8H14O2 CC(C)C(C(C)=O)C(C)=O -102.521033 1 0 0 0 0 0 1 0 0 0
C8H14O2 O=C1CCCCCCCO1 -105.2569723 0 0 0 1 0 0 1 0 0 0
C8H14O2 CCC(C)OC(=O)\C=C\C -102.8937734 1 0 0 0 0 0 1 0 0 0
C8H14O2 C/C=C/CC(=O)OC(C)C -101.5509041 1 0 0 0 0 0 1 0 0 0
C8H14O2 C/C=C/C(=O)OC(C)(C)C -105.5694717 1 0 0 0 0 0 1 0 0 0
C8H14O2 CC(C)OC(=O)CCC=C -99.86855248 1 0 0 0 0 0 1 0 0 0
C8H14O2 CCCCOC(=O)\C=C\C -98.91599381 1 0 0 0 0 0 1 0 0 0
C8H14O2 CCCOC(=O)\C=C\CC -98.60349433 1 0 0 0 0 0 1 0 0 0
C8H14O2 CCCOC(=O)C\C=C\C -97.22862211 1 0 0 0 0 0 1 0 0 0
C8H14O2 CCCOC(=O)CCC=C -94.92189903 1 0 0 0 0 0 1 0 0 0
C8H14O3 COC(=O)OC1CCCCC1 -158.1745375 0 1 0 0 0 0 1 0 0 1
C8H15ClO2 CCC(Cl)C(=O)OCC(C)C -133.0455286 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CC(C)COC(=O)CCCCl -134.2534835 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CC(C)CCOC(=O)C(C)Cl -131.986921 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CC(C)COC(=O)CC(C)Cl -137.1739104 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CCCCOC(=O)CCCCl -133.14091 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CCCCOC(=O)CC(C)Cl -134.9663337 1 0 0 0 0 0 1 0 1 0
C8H15ClO2 CC(C)CCOC(=O)CCCl -132.7505994 1 0 0 0 0 0 1 0 1 0
C8H15N CCCCCCCC#N -12.24707003 1 0 0 0 0 1 0 0 0 0
C8H15N C1CC2CCC1CNC2 -8.103000594 0 0 0 1 0 1 0 0 0 0
C8H16 CCC1CCCCC1 -38.99576404 0 1 0 0 1 0 0 0 0 0
C8H16 C1CCCCCCC1 -28.76736734 0 1 0 0 1 0 0 0 0 0
C8H16 CC(C)/C=C/C(C)C -25.82497764 1 0 0 0 1 0 0 0 0 0
C8H16 CC/C=C/C(C)(C)C -26.46189927 1 0 0 0 1 0 0 0 0 0
C8H16 CC(C)\C=C/C(C)C -24.39551213 1 0 0 0 1 0 0 0 0 0
C8H16 CC(=C)CC(C)(C)C -27.06932798 1 0 0 0 1 0 0 0 0 0
C8H16 CC(C)=CC(C)(C)C -25.84694045 1 0 0 0 1 0 0 0 0 0
C8H16 CCC(CC)C(C)=C -21.32950316 1 0 0 0 1 0 0 0 0 0
C8H16 CC\C=C/C(C)(C)C -22.38873835 1 0 0 0 1 0 0 0 0 0
C8H16 CCCCCCC=C -19.23299559 1 0 0 0 1 0 0 0 0 0
C8H16N2 CC1(C)CCC(C)(C)N=N1 9.099331882 0 0 0 1 0 1 0 0 0 0
C8H16O CCCCC(=O)CCC -76.58830445 1 0 0 0 0 0 1 0 0 0
C8H16O CCCCCCC(C)=O -76.06056938 1 0 0 0 0 0 1 0 0 0
C8H16O CCCCCC(=O)CC -76.82613036 1 0 0 0 0 0 1 0 0 0
C8H16O CC(C)C(=O)C(C)(C)C -81.40004346 1 0 0 0 0 0 1 0 0 0
C8H16O CC(C)C(C)(C)C(C)=O -80.13498532 1 0 0 0 0 0 1 0 0 0
C8H16O CCCCCCCC=O -69.69135303 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCCC(CC)C(O)=O -128.8112172 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCCCCCC(O)=O -128.1630004 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCC(=O)OC(C)CC -130.4245428 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCCC(=O)OC(C)C -130.2946485 1 0 0 0 0 0 1 0 0 0
C8H16O2 CC(C)COC(=O)C(C)C -129.3828779 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCCCC(=O)OCC -125.8575323 1 0 0 0 0 0 1 0 0 0
C8H16O2 CCCCCCC(=O)OC -123.2753328 1 0 0 0 0 0 1 0 0 0
C8H16O2 CC1CC(C)OC(C)(C)O1 -116.0985124 0 0 0 1 0 0 1 0 0 1
C8H16O2 COC1(CCCCC1)OC -108.5188312 0 1 0 0 0 0 1 0 0 1
C8H16O2 CC(C)CCOCC1CO1 -77.04799979 0 0 0 1 0 0 1 0 0 0
C8H16O3 CC(C)(O)C1(C)OCCCO1 -150.433026 0 0 0 1 0 0 1 0 0 1
C8H16O3 COCCOC1CCCCO1 -134.5990915 0 0 0 1 0 0 1 0 0 0
C8H16O4 C1COCCOCCOCCO1 -148.8150391 0 0 0 1 0 0 1 0 0 0
C8H17Cl CCCCCCCCCl -56.46995499 1 0 0 0 0 0 0 0 1 0
C8H17N CCCCN=CC(C)C -20.16253567 1 0 0 0 0 1 0 0 0 0
C8H17NO CCCC/C(CCC)=N/O -39.62696858 1 0 0 0 0 1 1 0 0 0
C8H17NO CCCCCC\C(C)=N\O -39.62947862 1 0 0 0 0 1 1 0 0 0
C8H17NO CCCCC/C(CC)=N/O -39.6006132 1 0 0 0 0 1 1 0 0 0
C8H17NO CCCCCCC\C=N/O -33.96118982 1 0 0 0 0 1 1 0 0 0
C8H17NO2 NCCCCCCCC(O)=O -119.6158996 1 0 0 0 0 1 1 0 0 0
C8H18 CC(C)CC(C)(C)C -53.76739301 1 0 0 0 1 0 0 0 0 0
C8H18 CCCCC(C)(C)C -54.01902412 1 0 0 0 1 0 0 0 0 0
C8H18 CC(C)CC(C)(C)C -53.11980372 1 0 0 0 1 0 0 0 0 0
C8H18 CC(C)CCC(C)C -52.66046714 1 0 0 0 1 0 0 0 0 0
C8H18 CCCC(C)(C)CC -52.48476462 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(C)CC(C)C -52.23438852 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(C)C(C)(C)C -52.95225882 1 0 0 0 1 0 0 0 0 0
C8H18 CC(C)C(C)C(C)C -51.88172847 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(C)(C)C(C)C -51.97522731 1 0 0 0 1 0 0 0 0 0
C8H18 CCCCCC(C)C -51.28120235 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(C)(CC)CC -52.07123618 1 0 0 0 1 0 0 0 0 0
C8H18 CCCC(C)C(C)C -50.78672526 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(C)C(C)CC -50.59282498 1 0 0 0 1 0 0 0 0 0
C8H18 CCCCC(C)CC -50.61729783 1 0 0 0 1 0 0 0 0 0
C8H18 CCCC(C)CCC -50.47736332 1 0 0 0 1 0 0 0 0 0
C8H18 CCC(CC)C(C)C -50.17302146 1 0 0 0 1 0 0 0 0 0
C8H18 CCCC(CC)CC -49.79839859 1 0 0 0 1 0 0 0 0 0
C8H18 CCCCCCCC -49.77957332 1 0 0 0 1 0 0 0 0 0
C8H18N2 CC(C)(C)N=NC(C)(C)C -10.0861954 1 0 0 0 0 1 0 0 0 0
C8H18N2 CCCCN=NCCCC 3.085218512 1 0 0 0 0 1 0 0 0 0
C8H18N2O CC(C)CN(CC(C)C)N=O -23.04775254 1 0 0 0 0 1 1 0 0 1
C8H18O CCC(C)OC(C)(C)C -89.4410109 1 0 0 0 0 0 1 0 0 0
C8H18O CC(C)COC(C)(C)C -88.41315116 1 0 0 0 0 0 1 0 0 0
C8H18O CCCCC(CC)CO -86.27773803 1 0 0 0 0 0 1 0 0 0
C8H18O CC(C)(C)OC(C)(C)C -88.09374908 1 0 0 0 0 0 1 0 0 0
C8H18O CCCCOC(C)(C)C -86.36809933 1 0 0 0 0 0 1 0 0 0
C8H18O CCC(C)OC(C)CC -86.35178409 1 0 0 0 0 0 1 0 0 0
C8H18O CCCCCCCCO -85.47703655 1 0 0 0 0 0 1 0 0 0
C8H18O CCCCOCCCC -79.39961188 1 0 0 0 0 0 1 0 0 0
C8H18O2 CC(C)OC(C)OC(C)C -125.7728857 1 0 0 0 0 0 1 0 0 0
C8H18O2 OCCCCCCCCO -121.2397607 1 0 0 0 0 0 1 0 0 0
C8H18O2 CC(C)(C)OOC(C)(C)C -82.10139688 1 0 0 0 0 0 1 0 0 0
C8H18O2S CCOC(C)(OCC)SCC -111.9781831 1 0 0 0 0 0 1 1 0 1
C8H18O5 CCOCOCOCOCOCC -210.592471 1 0 0 0 0 0 1 0 0 0
C8H18S CC(C)(C)SC(C)(C)C -46.29233347 1 0 0 0 0 0 0 1 0 0
C8H18S CC(C)CSCC(C)C -43.2470323 1 0 0 0 0 0 0 1 0 0
C8H18S CCCCSCCCC -39.59304739 1 0 0 0 0 0 0 1 0 0
C8H18S2 CC(C)(C)SSC(C)(C)C -49.00300002 1 0 0 0 0 0 0 1 0 0
C8H18S2 CC(C)CSSCC(C)C -42.46498375 1 0 0 0 0 0 0 1 0 0
C8H18S2 CCCCSSCCCC -36.64170023 1 0 0 0 0 0 0 1 0 0
C8H19N CCC(C)NC(C)CC -41.08689039 1 0 0 0 0 1 0 0 0 0
C8H19N CCCCNCC(C)C -38.80589517 1 0 0 0 0 1 0 0 0 0
C8H19N CCCCCCCCN -41.2826732 1 0 0 0 0 1 0 0 0 0
C8H19N CCCCNCCCC -36.93340832 1 0 0 0 0 1 0 0 0 0
C8H4N2 N#Cc1ccc(cc1)C#N 84.70578394 0 1 1 0 0 1 0 0 0 0
C8H4N2 N#Cc1cccc(c1)C#N 84.94298234 0 1 1 0 0 1 0 0 0 0
C8H4N2 N#Cc1ccccc1C#N 86.42202105 0 1 1 0 0 1 0 0 0 0
C8H5NO O=C(C#N)c1ccccc1 27.35311725 0 1 1 0 0 1 1 0 0 0
C8H6 C#CC1=CC=CC=C1 76.26667967 0 1 1 0 1 0 0 0 0 0
C8H6ClNO Cc1ccc(cc1Cl)N=C=O -13.1092384 0 1 1 0 0 1 1 0 1 1
C8H6N2 c1ccc2nccnc2c1 61.86438923 0 0 1 1 0 1 0 0 0 0
C8H6N2 c1ccc2ncncc2c1 58.28758793 0 0 1 1 0 1 0 0 0 0
C8H6N2 c1ccc2cnncc2c1 80.23910776 0 0 1 1 0 1 0 0 0 1
C8H6O o1ccc2ccccc12 3.198545453 0 0 1 1 0 0 1 0 0 0
C8H6O3 OC(=O)C(=O)c1ccccc1 -93.94558532 0 1 1 0 0 0 1 0 0 0
C8H6S s1ccc2ccccc12 39.22813328 0 0 1 1 0 0 0 1 0 0
C8H7ClO Cc1ccc(cc1)C(Cl)=O -34.12501019 0 1 1 0 0 0 1 0 1 1
C8H7ClO2 COC(=O)c1ccc(Cl)cc1 -73.98474062 0 1 1 0 0 0 1 0 1 0
C8H7ClO2 COc1ccc(cc1)C(Cl)=O -63.32775527 0 1 1 0 0 0 1 0 1 1
C8H8 C=Cc1ccccc1 35.67305535 0 1 1 0 1 0 0 0 0 0
C8H8 C/1=C/C=C\C=C/C=C1 71.8075336 0 1 0 0 1 0 0 0 0 0
C8H8 CC#CC#CC1CC1 114.8753588 0 1 0 0 1 0 0 0 0 0
C8H8 C12C3C4C1C5C2C3C45 144.9788481 0 1 0 0 1 0 0 0 0 0
C8H8O CC(=O)c1ccccc1 -19.82733691 0 1 1 0 0 0 1 0 0 0
C8H8O C1Cc2ccccc2O1 -12.17235462 0 0 1 1 0 0 1 0 0 0
C8H8O OC(=C)c1ccccc1 -7.480469823 0 1 1 0 0 0 1 0 0 0
C8H8O C1OCc2ccccc12 -8.165082142 0 0 1 1 0 0 1 0 0 0
C8H8O C=COc1ccccc1 5.050884907 0 1 1 0 0 0 1 0 0 0
C8H8O2 Cc1ccc(cc1)C(O)=O -73.18102087 0 1 1 0 0 0 1 0 0 0
C8H8O2 Cc1cccc(c1)C(O)=O -73.63470988 0 1 1 0 0 0 1 0 0 0
C8H8O2 Cc1ccccc1C(O)=O -72.08037009 0 1 1 0 0 0 1 0 0 0
C8H8O2 CC(=O)Oc1ccccc1 -65.25432718 0 1 1 0 0 0 1 0 0 0
C8H8O2 COC(=O)c1ccccc1 -66.18429552 0 1 1 0 0 0 1 0 0 0
C8H8O3 COc1ccc(cc1)C(O)=O -102.6146893 0 1 1 0 0 0 1 0 0 0
C8H8O3 COc1cccc(c1)C(O)=O -101.7098213 0 1 1 0 0 0 1 0 0 0
C8H8O3 COc1ccccc1C(O)=O -105.1968888 0 1 1 0 0 0 1 0 0 0
C8H9NO CN(C=O)c1ccccc1 -15.6608764 0 1 1 0 0 1 1 0 0 1
C8H9NO Cc1cccc(C)c1N=O 33.44797794 0 1 1 0 0 1 1 0 0 1
C8H9NO2 NC(C(O)=O)c1ccccc1 -64.78891476 0 1 1 0 0 1 1 0 0 0
C9H10 C1Cc2ccccc2C1 14.37800777 0 1 1 0 1 0 0 0 0 0
C9H10 C\C=C/c1ccccc1 29.94023097 0 1 1 0 1 0 0 0 0 0
C9H10 C1CC1c2ccccc2 38.02505692 0 1 1 0 1 0 0 0 0 0
C9H10 C1CC2=C1C34CCC23C4 163.496109 0 1 0 0 1 0 0 0 0 0
C9H10 C1C2\C=C/C=C\C=C/C12 153.7446191 0 1 0 0 1 0 0 0 0 0
C9H10ClNO CN(C)C(=O)c1ccc(Cl)cc1 -29.16967302 0 1 1 0 0 1 1 0 1 0
C9H10O CC(=O)Cc1ccccc1 -24.36601166 0 1 1 0 0 0 1 0 0 0
C9H10O C1COc2ccccc2C1 -21.32573055 0 0 1 1 0 0 1 0 0 0
C9H10O C1Cc2ccccc2CO1 -17.3968967 0 0 1 1 0 0 1 0 0 0
C9H10O2 Cc1cc(C)cc(c1)C(O)=O -81.75018593 0 1 1 0 0 0 1 0 0 0
C9H10O2 CCc1ccc(cc1)C(O)=O -78.40430794 0 1 1 0 0 0 1 0 0 0
